import time: self [us] | cumulative | imported package
import time:       458 |        458 |                             google.cloud.aiplatform_v1.services.notebook_service.pagers
import time:       464 |        464 |                                 google.cloud.aiplatform_v1.services.notebook_service.transports.base
import time:       217 |        217 |                                 google.cloud.aiplatform_v1.services.notebook_service.transports.grpc
import time:       354 |        354 |                                 google.cloud.aiplatform_v1.services.notebook_service.transports.grpc_asyncio
import time:       498 |        498 |                                   google.cloud.aiplatform_v1.services.notebook_service.transports.rest_base
import time:       925 |       1423 |                                 google.cloud.aiplatform_v1.services.notebook_service.transports.rest
import time:        31 |         31 |                                   aiohttp
import time:       464 |        495 |                                 google.cloud.aiplatform_v1.services.notebook_service.transports.rest_asyncio
import time:       144 |       3095 |                               google.cloud.aiplatform_v1.services.notebook_service.transports
import time:         8 |       3102 |                             google.cloud.aiplatform_v1.services.notebook_service.transports.base
import time:        23 |         23 |                               aiohttp
import time:       184 |        206 |                             google.cloud.aiplatform_v1.services.notebook_service.transports.rest_asyncio
import time:       661 |       4426 |                           google.cloud.aiplatform_v1.services.notebook_service.client
import time:       386 |        386 |                           google.cloud.aiplatform_v1.services.notebook_service.async_client
import time:       102 |       4913 |                         google.cloud.aiplatform_v1.services.notebook_service
import time:       253 |        253 |                             google.cloud.aiplatform_v1.services.persistent_resource_service.pagers
import time:       393 |        393 |                                 google.cloud.aiplatform_v1.services.persistent_resource_service.transports.base
import time:       240 |        240 |                                 google.cloud.aiplatform_v1.services.persistent_resource_service.transports.grpc
import time:       313 |        313 |                                 google.cloud.aiplatform_v1.services.persistent_resource_service.transports.grpc_asyncio
import time:       412 |        412 |                                   google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest_base
import time:       554 |        965 |                                 google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest
import time:        26 |         26 |                                   aiohttp
import time:       247 |        273 |                                 google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest_asyncio
import time:       119 |       2301 |                               google.cloud.aiplatform_v1.services.persistent_resource_service.transports
import time:         7 |       2308 |                             google.cloud.aiplatform_v1.services.persistent_resource_service.transports.base
import time:        23 |         23 |                               aiohttp
import time:       143 |        166 |                             google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest_asyncio
import time:       370 |       3095 |                           google.cloud.aiplatform_v1.services.persistent_resource_service.client
import time:       189 |        189 |                           google.cloud.aiplatform_v1.services.persistent_resource_service.async_client
import time:        87 |       3370 |                         google.cloud.aiplatform_v1.services.persistent_resource_service
import time:       275 |        275 |                             google.cloud.aiplatform_v1.services.pipeline_service.pagers
import time:       520 |        520 |                                 google.cloud.aiplatform_v1.services.pipeline_service.transports.base
import time:       325 |        325 |                                 google.cloud.aiplatform_v1.services.pipeline_service.transports.grpc
import time:       294 |        294 |                                 google.cloud.aiplatform_v1.services.pipeline_service.transports.grpc_asyncio
import time:       454 |        454 |                                   google.cloud.aiplatform_v1.services.pipeline_service.transports.rest_base
import time:       797 |       1251 |                                 google.cloud.aiplatform_v1.services.pipeline_service.transports.rest
import time:      1256 |       1256 |                                   aiohttp
import time:       465 |       1720 |                                 google.cloud.aiplatform_v1.services.pipeline_service.transports.rest_asyncio
import time:       195 |       4302 |                               google.cloud.aiplatform_v1.services.pipeline_service.transports
import time:         7 |       4309 |                             google.cloud.aiplatform_v1.services.pipeline_service.transports.base
import time:        24 |         24 |                               aiohttp
import time:       191 |        215 |                             google.cloud.aiplatform_v1.services.pipeline_service.transports.rest_asyncio
import time:       626 |       5423 |                           google.cloud.aiplatform_v1.services.pipeline_service.client
import time:       406 |        406 |                           google.cloud.aiplatform_v1.services.pipeline_service.async_client
import time:       171 |       5999 |                         google.cloud.aiplatform_v1.services.pipeline_service
import time:       411 |        411 |                                 google.cloud.aiplatform_v1.services.prediction_service.transports.base
import time:       347 |        347 |                                 google.cloud.aiplatform_v1.services.prediction_service.transports.grpc
import time:       343 |        343 |                                 google.cloud.aiplatform_v1.services.prediction_service.transports.grpc_asyncio
import time:       560 |        560 |                                   google.cloud.aiplatform_v1.services.prediction_service.transports.rest_base
import time:       766 |       1325 |                                 google.cloud.aiplatform_v1.services.prediction_service.transports.rest
import time:        27 |         27 |                                   aiohttp
import time:       405 |        432 |                                 google.cloud.aiplatform_v1.services.prediction_service.transports.rest_asyncio
import time:       190 |       3046 |                               google.cloud.aiplatform_v1.services.prediction_service.transports
import time:         7 |       3052 |                             google.cloud.aiplatform_v1.services.prediction_service.transports.base
import time:        22 |         22 |                               aiohttp
import time:       145 |        166 |                             google.cloud.aiplatform_v1.services.prediction_service.transports.rest_asyncio
import time:       632 |       3849 |                           google.cloud.aiplatform_v1.services.prediction_service.client
import time:       457 |        457 |                           google.cloud.aiplatform_v1.services.prediction_service.async_client
import time:       161 |       4465 |                         google.cloud.aiplatform_v1.services.prediction_service
import time:       250 |        250 |                             google.cloud.aiplatform_v1.services.schedule_service.pagers
import time:       372 |        372 |                                 google.cloud.aiplatform_v1.services.schedule_service.transports.base
import time:       445 |        445 |                                 google.cloud.aiplatform_v1.services.schedule_service.transports.grpc
import time:       433 |        433 |                                 google.cloud.aiplatform_v1.services.schedule_service.transports.grpc_asyncio
import time:       488 |        488 |                                   google.cloud.aiplatform_v1.services.schedule_service.transports.rest_base
import time:       899 |       1387 |                                 google.cloud.aiplatform_v1.services.schedule_service.transports.rest
import time:        42 |         42 |                                   aiohttp
import time:       455 |        497 |                                 google.cloud.aiplatform_v1.services.schedule_service.transports.rest_asyncio
import time:       194 |       3325 |                               google.cloud.aiplatform_v1.services.schedule_service.transports
import time:         9 |       3333 |                             google.cloud.aiplatform_v1.services.schedule_service.transports.base
import time:        30 |         30 |                               aiohttp
import time:       167 |        197 |                             google.cloud.aiplatform_v1.services.schedule_service.transports.rest_asyncio
import time:       583 |       4361 |                           google.cloud.aiplatform_v1.services.schedule_service.client
import time:       437 |        437 |                           google.cloud.aiplatform_v1.services.schedule_service.async_client
import time:       157 |       4954 |                         google.cloud.aiplatform_v1.services.schedule_service
import time:       310 |        310 |                             google.cloud.aiplatform_v1.services.specialist_pool_service.pagers
import time:       361 |        361 |                                 google.cloud.aiplatform_v1.services.specialist_pool_service.transports.base
import time:       271 |        271 |                                 google.cloud.aiplatform_v1.services.specialist_pool_service.transports.grpc
import time:       302 |        302 |                                 google.cloud.aiplatform_v1.services.specialist_pool_service.transports.grpc_asyncio
import time:       368 |        368 |                                   google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest_base
import time:       736 |       1104 |                                 google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest
import time:        34 |         34 |                                   aiohttp
import time:       428 |        461 |                                 google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest_asyncio
import time:       222 |       2718 |                               google.cloud.aiplatform_v1.services.specialist_pool_service.transports
import time:         9 |       2726 |                             google.cloud.aiplatform_v1.services.specialist_pool_service.transports.base
import time:        24 |         24 |                               aiohttp
import time:       153 |        177 |                             google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest_asyncio
import time:       724 |       3935 |                           google.cloud.aiplatform_v1.services.specialist_pool_service.client
import time:       493 |        493 |                           google.cloud.aiplatform_v1.services.specialist_pool_service.async_client
import time:       206 |       4633 |                         google.cloud.aiplatform_v1.services.specialist_pool_service
import time:       495 |        495 |                             google.cloud.aiplatform_v1.services.tensorboard_service.pagers
import time:       618 |        618 |                                 google.cloud.aiplatform_v1.services.tensorboard_service.transports.base
import time:       452 |        452 |                                 google.cloud.aiplatform_v1.services.tensorboard_service.transports.grpc
import time:       444 |        444 |                                 google.cloud.aiplatform_v1.services.tensorboard_service.transports.grpc_asyncio
import time:       686 |        686 |                                   google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest_base
import time:      1376 |       2062 |                                 google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest
import time:        34 |         34 |                                   aiohttp
import time:       659 |        693 |                                 google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest_asyncio
import time:       296 |       4562 |                               google.cloud.aiplatform_v1.services.tensorboard_service.transports
import time:         9 |       4570 |                             google.cloud.aiplatform_v1.services.tensorboard_service.transports.base
import time:        23 |         23 |                               aiohttp
import time:       245 |        268 |                             google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest_asyncio
import time:      1001 |       6333 |                           google.cloud.aiplatform_v1.services.tensorboard_service.client
import time:       929 |        929 |                           google.cloud.aiplatform_v1.services.tensorboard_service.async_client
import time:       220 |       7481 |                         google.cloud.aiplatform_v1.services.tensorboard_service
import time:       294 |        294 |                             google.cloud.aiplatform_v1.services.vizier_service.pagers
import time:       613 |        613 |                                 google.cloud.aiplatform_v1.services.vizier_service.transports.base
import time:       412 |        412 |                                 google.cloud.aiplatform_v1.services.vizier_service.transports.grpc
import time:       358 |        358 |                                 google.cloud.aiplatform_v1.services.vizier_service.transports.grpc_asyncio
import time:       561 |        561 |                                   google.cloud.aiplatform_v1.services.vizier_service.transports.rest_base
import time:      1042 |       1602 |                                 google.cloud.aiplatform_v1.services.vizier_service.transports.rest
import time:        41 |         41 |                                   aiohttp
import time:       482 |        522 |                                 google.cloud.aiplatform_v1.services.vizier_service.transports.rest_asyncio
import time:       140 |       3644 |                               google.cloud.aiplatform_v1.services.vizier_service.transports
import time:         9 |       3652 |                             google.cloud.aiplatform_v1.services.vizier_service.transports.base
import time:        24 |         24 |                               aiohttp
import time:       185 |        208 |                             google.cloud.aiplatform_v1.services.vizier_service.transports.rest_asyncio
import time:       662 |       4814 |                           google.cloud.aiplatform_v1.services.vizier_service.client
import time:       441 |        441 |                           google.cloud.aiplatform_v1.services.vizier_service.async_client
import time:        96 |       5351 |                         google.cloud.aiplatform_v1.services.vizier_service
import time:      1014 |     189477 |                       google.cloud.aiplatform_v1
import time:         8 |     189485 |                     google.cloud.aiplatform_v1.services
import time:         9 |     189494 |                   google.cloud.aiplatform_v1.services.dataset_service
import time:       173 |     464925 |                 google.cloud.aiplatform.compat.services
import time:       354 |        354 |                 google.cloud.aiplatform.compat.types
import time:       166 |     465444 |               google.cloud.aiplatform.compat
import time:       149 |        149 |                 google.cloud.aiplatform.constants.base
import time:       464 |        464 |                 google.cloud.aiplatform.constants.prediction
import time:       111 |        724 |               google.cloud.aiplatform.constants
import time:       133 |        133 |                   google.cloud.storage.version
import time:       333 |        333 |                     email.generator
import time:       187 |        187 |                       email.mime
import time:      1241 |       1241 |                               email._header_value_parser
import time:       406 |       1646 |                             email.headerregistry
import time:       271 |        271 |                             email.contentmanager
import time:       260 |       2176 |                           email.policy
import time:        84 |       2260 |                         email.mime.base
import time:       293 |       2552 |                       email.mime.nonmultipart
import time:       273 |       3011 |                     email.mime.application
import time:        96 |         96 |                     email.mime.multipart
import time:       327 |        327 |                     google.cloud._helpers
import time:       899 |        899 |                       grpc._channel
import time:       100 |        998 |                     google.cloud.exceptions
import time:        70 |         70 |                         google.cloud.version
import time:       303 |        373 |                       google.cloud._http
import time:       217 |        217 |                           google.resumable_media.common
import time:        83 |        300 |                         google.resumable_media
import time:       192 |        192 |                         google.cloud.storage.constants
import time:       158 |        158 |                         google.cloud.storage.retry
import time:       170 |        818 |                       google.cloud.storage._helpers
import time:        27 |         27 |                         opentelemetry
import time:       170 |        197 |                       google.cloud.storage._opentelemetry_tracing
import time:       129 |       1516 |                     google.cloud.storage._http
import time:       295 |       6573 |                   google.cloud.storage.batch
import time:       234 |        234 |                           google.resumable_media._helpers
import time:       391 |        625 |                         google.resumable_media._download
import time:       115 |        115 |                         google.resumable_media.requests._request_helpers
import time:       354 |       1092 |                       google.resumable_media.requests.download
import time:       195 |        195 |                             xml
import time:       216 |        411 |                           xml.etree
import time:       357 |        357 |                             xml.etree.ElementPath
import time:       835 |        835 |                               pyexpat
import time:       865 |       1699 |                             _elementtree
import time:       523 |       2578 |                           xml.etree.ElementTree
import time:       265 |       3253 |                         google.resumable_media._upload
import time:       158 |       3410 |                       google.resumable_media.requests.upload
import time:       112 |       4614 |                     google.resumable_media.requests
import time:       239 |        239 |                     google.api_core.iam
import time:       186 |        186 |                     google.cloud.storage._signing
import time:       308 |        308 |                     google.cloud.storage.acl
import time:       176 |        176 |                     google.cloud.storage.fileio
import time:       714 |       6235 |                   google.cloud.storage.blob
import time:       217 |        217 |                     google.cloud.storage.notification
import time:       546 |        762 |                   google.cloud.storage.bucket
import time:       334 |        334 |                     google.cloud.client
import time:       213 |        213 |                     google.cloud.storage.hmac_key
import time:      1460 |       2007 |                   google.cloud.storage.client
import time:       120 |      15828 |                 google.cloud.storage
import time:       732 |      16560 |               google.cloud.aiplatform.utils
import time:       224 |        224 |               google.cloud.aiplatform.metadata
import time:       647 |        647 |                 google.cloud.aiplatform.base
import time:       377 |        377 |                   google.cloud.aiplatform.constants.pipeline
import time:        97 |         97 |                       google.cloud.aiplatform.explain
import time:       287 |        287 |                         google.cloud.aiplatform.metadata.constants
import time:       335 |        335 |                         google.cloud.aiplatform.hyperparameter_tuning
import time:       182 |        182 |                           google.cloud.aiplatform.model_monitoring.alert
import time:       317 |        317 |                           google.cloud.aiplatform.model_monitoring.objective
import time:        84 |         84 |                           google.cloud.aiplatform.model_monitoring.sampling
import time:        78 |         78 |                           google.cloud.aiplatform.model_monitoring.schedule
import time:       133 |        793 |                         google.cloud.aiplatform.model_monitoring
import time:        95 |         95 |                         google.cloud.aiplatform._publisher_models
import time:       533 |        533 |                             google.cloud.aiplatform.tensorboard.tensorboard_resource
import time:        79 |        612 |                           google.cloud.aiplatform.tensorboard
import time:       122 |        733 |                         google.cloud.aiplatform.utils.console_utils
import time:       289 |        289 |                         google.cloud.aiplatform.utils.source_utils
import time:       473 |        473 |                         google.cloud.aiplatform.utils.worker_spec_utils
import time:      1065 |       4066 |                       google.cloud.aiplatform.jobs
import time:       133 |        133 |                             google.cloud.resourcemanager.gapic_version
import time:       100 |        100 |                                     google.cloud.resourcemanager_v3.gapic_version
import time:        80 |         80 |                                       google.cloud.resourcemanager_v3.services
import time:      1059 |       1059 |                                             google.cloud.resourcemanager_v3.types.folders
import time:       517 |        517 |                                             google.cloud.resourcemanager_v3.types.organizations
import time:       666 |        666 |                                             google.cloud.resourcemanager_v3.types.projects
import time:       522 |        522 |                                             google.cloud.resourcemanager_v3.types.tag_bindings
import time:       391 |        391 |                                             google.cloud.resourcemanager_v3.types.tag_holds
import time:       642 |        642 |                                             google.cloud.resourcemanager_v3.types.tag_keys
import time:       451 |        451 |                                             google.cloud.resourcemanager_v3.types.tag_values
import time:       125 |       4369 |                                           google.cloud.resourcemanager_v3.types
import time:       263 |       4632 |                                         google.cloud.resourcemanager_v3.services.folders.pagers
import time:       389 |        389 |                                               google.cloud.resourcemanager_v3.services.folders.transports.base
import time:       332 |        332 |                                               google.cloud.resourcemanager_v3.services.folders.transports.grpc
import time:       349 |        349 |                                               google.cloud.resourcemanager_v3.services.folders.transports.grpc_asyncio
import time:       353 |        353 |                                                 google.cloud.resourcemanager_v3.services.folders.transports.rest_base
import time:       710 |       1063 |                                               google.cloud.resourcemanager_v3.services.folders.transports.rest
import time:       102 |       2233 |                                             google.cloud.resourcemanager_v3.services.folders.transports
import time:         7 |       2240 |                                           google.cloud.resourcemanager_v3.services.folders.transports.base
import time:       687 |       2926 |                                         google.cloud.resourcemanager_v3.services.folders.client
import time:       334 |       7891 |                                       google.cloud.resourcemanager_v3.services.folders.async_client
import time:       113 |       8083 |                                     google.cloud.resourcemanager_v3.services.folders
import time:       260 |        260 |                                         google.cloud.resourcemanager_v3.services.organizations.pagers
import time:       408 |        408 |                                               google.cloud.resourcemanager_v3.services.organizations.transports.base
import time:       238 |        238 |                                               google.cloud.resourcemanager_v3.services.organizations.transports.grpc
import time:       298 |        298 |                                               google.cloud.resourcemanager_v3.services.organizations.transports.grpc_asyncio
import time:       264 |        264 |                                                 google.cloud.resourcemanager_v3.services.organizations.transports.rest_base
import time:       430 |        694 |                                               google.cloud.resourcemanager_v3.services.organizations.transports.rest
import time:       111 |       1746 |                                             google.cloud.resourcemanager_v3.services.organizations.transports
import time:         7 |       1753 |                                           google.cloud.resourcemanager_v3.services.organizations.transports.base
import time:       429 |       2181 |                                         google.cloud.resourcemanager_v3.services.organizations.client
import time:       341 |       2781 |                                       google.cloud.resourcemanager_v3.services.organizations.async_client
import time:        94 |       2875 |                                     google.cloud.resourcemanager_v3.services.organizations
import time:       167 |        167 |                                         google.cloud.resourcemanager_v3.services.projects.pagers
import time:       435 |        435 |                                               google.cloud.resourcemanager_v3.services.projects.transports.base
import time:       168 |        168 |                                               google.cloud.resourcemanager_v3.services.projects.transports.grpc
import time:       190 |        190 |                                               google.cloud.resourcemanager_v3.services.projects.transports.grpc_asyncio
import time:       428 |        428 |                                                 google.cloud.resourcemanager_v3.services.projects.transports.rest_base
import time:       649 |       1077 |                                               google.cloud.resourcemanager_v3.services.projects.transports.rest
import time:       155 |       2023 |                                             google.cloud.resourcemanager_v3.services.projects.transports
import time:         6 |       2029 |                                           google.cloud.resourcemanager_v3.services.projects.transports.base
import time:       343 |       2372 |                                         google.cloud.resourcemanager_v3.services.projects.client
import time:       229 |       2768 |                                       google.cloud.resourcemanager_v3.services.projects.async_client
import time:       222 |       2989 |                                     google.cloud.resourcemanager_v3.services.projects
import time:       185 |        185 |                                         google.cloud.resourcemanager_v3.services.tag_bindings.pagers
import time:       180 |        180 |                                               google.cloud.resourcemanager_v3.services.tag_bindings.transports.base
import time:       262 |        262 |                                               google.cloud.resourcemanager_v3.services.tag_bindings.transports.grpc
import time:       146 |        146 |                                               google.cloud.resourcemanager_v3.services.tag_bindings.transports.grpc_asyncio
import time:       341 |        341 |                                                 google.cloud.resourcemanager_v3.services.tag_bindings.transports.rest_base
import time:       378 |        718 |                                               google.cloud.resourcemanager_v3.services.tag_bindings.transports.rest
import time:       193 |       1497 |                                             google.cloud.resourcemanager_v3.services.tag_bindings.transports
import time:         6 |       1503 |                                           google.cloud.resourcemanager_v3.services.tag_bindings.transports.base
import time:       276 |       1779 |                                         google.cloud.resourcemanager_v3.services.tag_bindings.client
import time:       466 |       2429 |                                       google.cloud.resourcemanager_v3.services.tag_bindings.async_client
import time:       100 |       2529 |                                     google.cloud.resourcemanager_v3.services.tag_bindings
import time:       235 |        235 |                                         google.cloud.resourcemanager_v3.services.tag_holds.pagers
import time:       255 |        255 |                                               google.cloud.resourcemanager_v3.services.tag_holds.transports.base
import time:       126 |        126 |                                               google.cloud.resourcemanager_v3.services.tag_holds.transports.grpc
import time:       142 |        142 |                                               google.cloud.resourcemanager_v3.services.tag_holds.transports.grpc_asyncio
import time:       239 |        239 |                                                 google.cloud.resourcemanager_v3.services.tag_holds.transports.rest_base
import time:       375 |        614 |                                               google.cloud.resourcemanager_v3.services.tag_holds.transports.rest
import time:       147 |       1281 |                                             google.cloud.resourcemanager_v3.services.tag_holds.transports
import time:         6 |       1287 |                                           google.cloud.resourcemanager_v3.services.tag_holds.transports.base
import time:       259 |       1545 |                                         google.cloud.resourcemanager_v3.services.tag_holds.client
import time:       200 |       1979 |                                       google.cloud.resourcemanager_v3.services.tag_holds.async_client
import time:       223 |       2201 |                                     google.cloud.resourcemanager_v3.services.tag_holds
import time:       212 |        212 |                                         google.cloud.resourcemanager_v3.services.tag_keys.pagers
import time:       304 |        304 |                                               google.cloud.resourcemanager_v3.services.tag_keys.transports.base
import time:       160 |        160 |                                               google.cloud.resourcemanager_v3.services.tag_keys.transports.grpc
import time:       262 |        262 |                                               google.cloud.resourcemanager_v3.services.tag_keys.transports.grpc_asyncio
import time:       467 |        467 |                                                 google.cloud.resourcemanager_v3.services.tag_keys.transports.rest_base
import time:       597 |       1063 |                                               google.cloud.resourcemanager_v3.services.tag_keys.transports.rest
import time:       197 |       1984 |                                             google.cloud.resourcemanager_v3.services.tag_keys.transports
import time:         6 |       1990 |                                           google.cloud.resourcemanager_v3.services.tag_keys.transports.base
import time:       307 |       2297 |                                         google.cloud.resourcemanager_v3.services.tag_keys.client
import time:       223 |       2731 |                                       google.cloud.resourcemanager_v3.services.tag_keys.async_client
import time:       210 |       2941 |                                     google.cloud.resourcemanager_v3.services.tag_keys
import time:       257 |        257 |                                         google.cloud.resourcemanager_v3.services.tag_values.pagers
import time:       228 |        228 |                                               google.cloud.resourcemanager_v3.services.tag_values.transports.base
import time:       160 |        160 |                                               google.cloud.resourcemanager_v3.services.tag_values.transports.grpc
import time:       164 |        164 |                                               google.cloud.resourcemanager_v3.services.tag_values.transports.grpc_asyncio
import time:       196 |        196 |                                                 google.cloud.resourcemanager_v3.services.tag_values.transports.rest_base
import time:       624 |        820 |                                               google.cloud.resourcemanager_v3.services.tag_values.transports.rest
import time:       165 |       1535 |                                             google.cloud.resourcemanager_v3.services.tag_values.transports
import time:         8 |       1543 |                                           google.cloud.resourcemanager_v3.services.tag_values.transports.base
import time:       357 |       1899 |                                         google.cloud.resourcemanager_v3.services.tag_values.client
import time:       242 |       2398 |                                       google.cloud.resourcemanager_v3.services.tag_values.async_client
import time:       227 |       2624 |                                     google.cloud.resourcemanager_v3.services.tag_values
import time:       244 |      24581 |                                   google.cloud.resourcemanager_v3
import time:        19 |      24599 |                                 google.cloud.resourcemanager_v3.services
import time:         6 |      24605 |                               google.cloud.resourcemanager_v3.services.folders
import time:         7 |      24612 |                             google.cloud.resourcemanager_v3.services.folders.async_client
import time:       224 |      24968 |                           google.cloud.resourcemanager
import time:        95 |      25062 |                         google.cloud.aiplatform.utils.resource_manager_utils
import time:       146 |      25208 |                       google.cloud.aiplatform.utils.gcs_utils
import time:       232 |        232 |                       google.cloud.aiplatform.utils._explanation_utils
import time:       211 |        211 |                       google.cloud.aiplatform.utils._ipython_utils
import time:       299 |        299 |                         google.cloud.aiplatform.model_evaluation.model_evaluation
import time:       284 |        284 |                             google.cloud.aiplatform._pipeline_based_service.pipeline_based_service
import time:        77 |        361 |                           google.cloud.aiplatform._pipeline_based_service
import time:       216 |        577 |                         google.cloud.aiplatform.model_evaluation.model_evaluation_job
import time:        88 |        963 |                       google.cloud.aiplatform.model_evaluation
import time:      1339 |      32113 |                     google.cloud.aiplatform.models
import time:       247 |        247 |                     google.cloud.aiplatform.metadata.metadata_store
import time:       233 |        233 |                     google.cloud.aiplatform.metadata.resource
import time:        96 |         96 |                     google.cloud.aiplatform.metadata.utils
import time:        73 |         73 |                     google.cloud.aiplatform.utils.rest_utils
import time:       325 |      33084 |                   google.cloud.aiplatform.metadata.artifact
import time:       168 |        168 |                     google.cloud.aiplatform.metadata.execution
import time:       286 |        454 |                   google.cloud.aiplatform.metadata.context
import time:       653 |        653 |                   google.cloud.aiplatform.metadata.experiment_resources
import time:       406 |        406 |                       packaging
import time:       144 |        144 |                       packaging._structures
import time:       990 |       1539 |                     packaging.version
import time:       276 |       1814 |                   google.cloud.aiplatform.utils.pipeline_utils
import time:       205 |        205 |                   google.cloud.aiplatform.utils.yaml_utils
import time:       513 |      37097 |                 google.cloud.aiplatform.pipeline_jobs
import time:       257 |        257 |                       google.cloud.aiplatform.helpers.container_uri_builders
import time:       104 |        360 |                     google.cloud.aiplatform.helpers
import time:        37 |         37 |                     google.cloud.aiplatform.metadata.schema
import time:      1194 |       1194 |                     google.cloud.aiplatform.metadata.schema.utils
import time:        36 |         36 |                     google.cloud.aiplatform.metadata.schema.google
import time:       146 |        146 |                       google.cloud.aiplatform.metadata.schema.base_artifact
import time:       517 |        663 |                     google.cloud.aiplatform.metadata.schema.google.artifact_schema
import time:       441 |       2728 |                   google.cloud.aiplatform.metadata._models
import time:      1501 |       4229 |                 google.cloud.aiplatform.metadata.experiment_run_resource
import time:        85 |         85 |                 google.cloud.aiplatform.utils.autologging_utils
import time:       339 |      42395 |               google.cloud.aiplatform.metadata.metadata
import time:       211 |        211 |               google.cloud.aiplatform.telemetry
import time:       460 |     629123 |             google.cloud.aiplatform.initializer
import time:       385 |        385 |                   google.cloud.aiplatform.schema
import time:       313 |        698 |                 google.cloud.aiplatform.datasets._datasources
import time:       398 |       1095 |               google.cloud.aiplatform.datasets.dataset
import time:       861 |        861 |                   _csv
import time:       323 |       1183 |                 csv
import time:       236 |       1418 |               google.cloud.aiplatform.datasets.column_names_dataset
import time:       310 |        310 |               google.cloud.aiplatform.datasets.tabular_dataset
import time:       211 |        211 |               google.cloud.aiplatform.datasets.time_series_dataset
import time:       206 |        206 |               google.cloud.aiplatform.datasets.image_dataset
import time:       203 |        203 |               google.cloud.aiplatform.datasets.text_dataset
import time:       335 |        335 |               google.cloud.aiplatform.datasets.video_dataset
import time:       212 |       3988 |             google.cloud.aiplatform.datasets
import time:        80 |         80 |                 google.cloud.aiplatform.utils.enhanced_library
import time:        78 |         78 |                   google.cloud.aiplatform.utils.enhanced_library.value_converter
import time:       137 |        214 |                 google.cloud.aiplatform.utils.enhanced_library._decorators
import time:        27 |         27 |                   google.cloud.aiplatform.v1
import time:        98 |         98 |                       google.cloud.aiplatform.v1.schema.predict.instance.gapic_version
import time:        91 |         91 |                             google.cloud.aiplatform.v1.schema.predict.instance_v1.gapic_version
import time:       323 |        323 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.image_classification
import time:       179 |        179 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.image_object_detection
import time:       226 |        226 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.image_segmentation
import time:       106 |        106 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.text_classification
import time:       110 |        110 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.text_extraction
import time:       105 |        105 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.text_sentiment
import time:       117 |        117 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.video_action_recognition
import time:       114 |        114 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.video_classification
import time:       109 |        109 |                                 google.cloud.aiplatform.v1.schema.predict.instance_v1.types.video_object_tracking
import time:       114 |       1499 |                               google.cloud.aiplatform.v1.schema.predict.instance_v1.types
import time:         6 |       1505 |                             google.cloud.aiplatform.v1.schema.predict.instance_v1.types.image_classification
import time:        91 |       1687 |                           google.cloud.aiplatform.v1.schema.predict.instance_v1
import time:         6 |       1692 |                         google.cloud.aiplatform.v1.schema.predict.instance_v1.types
import time:        12 |       1704 |                       google.cloud.aiplatform.v1.schema.predict.instance_v1.types.image_classification
import time:       343 |       2144 |                     google.cloud.aiplatform.v1.schema.predict.instance
import time:       104 |        104 |                       google.cloud.aiplatform.v1.schema.predict.params.gapic_version
import time:       199 |        199 |                             google.cloud.aiplatform.v1.schema.predict.params_v1.gapic_version
import time:       415 |        415 |                                 google.cloud.aiplatform.v1.schema.predict.params_v1.types.image_classification
import time:       146 |        146 |                                 google.cloud.aiplatform.v1.schema.predict.params_v1.types.image_object_detection
import time:       128 |        128 |                                 google.cloud.aiplatform.v1.schema.predict.params_v1.types.image_segmentation
import time:       127 |        127 |                                 google.cloud.aiplatform.v1.schema.predict.params_v1.types.video_action_recognition
import time:       131 |        131 |                                 google.cloud.aiplatform.v1.schema.predict.params_v1.types.video_classification
import time:       112 |        112 |                                 google.cloud.aiplatform.v1.schema.predict.params_v1.types.video_object_tracking
import time:       160 |       1217 |                               google.cloud.aiplatform.v1.schema.predict.params_v1.types
import time:         6 |       1222 |                             google.cloud.aiplatform.v1.schema.predict.params_v1.types.image_classification
import time:        87 |       1507 |                           google.cloud.aiplatform.v1.schema.predict.params_v1
import time:         5 |       1512 |                         google.cloud.aiplatform.v1.schema.predict.params_v1.types
import time:         6 |       1518 |                       google.cloud.aiplatform.v1.schema.predict.params_v1.types.image_classification
